idx,treatment_title,resp_title,sate,causal_effect,explanation,treatment_idx,resp_idx,ate
5,"River Wild, The (1994)",Circle of Friends (1995),0.964372,0,"'The River Wild' is a thriller/adventure; 'Circle of Friends' is drama/romance. There is no genre, narrative, or significant cast continuity, so watching one does not causally induce or reduce interest in the other beyond possible confounding by general audience age or rental patterns.",376,222,-0.000993378460407257
10,Nine Months (1995),Mission: Impossible (1996),-0.44939026,0,"These are unrelated films in genre, tone, and target audience. Watching the romantic comedy 'Nine Months' does not causally influence the action-oriented 'Mission: Impossible.' Both are mainstream, but there’s no narrative, genre, or series connection and confounders like overall film consumption dominate.",186,648,0.0031456947326660156
16,In the Bleak Midwinter (1995),Mission: Impossible (1996),-0.4485697,0,"'In the Bleak Midwinter' is a British stage comedy, while 'Mission: Impossible' is a Hollywood action blockbuster. Their genres and tone differ greatly, with no series or actor-based expectations, so there is no causal effect.",96,648,0.005298018455505371
24,Junior (1994),Mission: Impossible (1996),-0.44504833,0,"Junior is a comedy about pregnancy; Mission: Impossible is an action thriller. No causal narrative, genre, or franchise link exists. General movie consumption habits would be the main confounder, but effect remains neutral.",256,648,0.0057946741580963135
52,Bound (1996),Good Will Hunting (1997),0.0030669868,0,"Bound is a neo-noir crime thriller, while Good Will Hunting is a drama focused on mathematics and personal growth. Despite similar release period, there is no narrative, genre, or franchise link. Watching one neither strongly encourages nor discourages watching the other beyond general movie interest.",866,1704,-0.003973484039306641
59,Police Story 4: Project S (Chao ji ji hua) (1993),Mission: Impossible (1996),-0.4288763,1,"Both are action films involving law enforcement/espionage released in the 1990s. While not narratively connected, viewers of an international action film like Police Story 4 may be slightly more predisposed to casually seek out a major Hollywood action hit like Mission: Impossible due to overlapping genre interest.",876,648,0.06357616186141968
60,Body Parts (1991),Mortal Kombat: Annihilation (1997),0.3606953,0,"There is no narrative or genre connection, and audiences for a 1991 horror/crime thriller and a 1997 martial arts/fantasy sequel are very different. Watching 'Body Parts' does not causally affect the likelihood of watching 'Mortal Kombat: Annihilation'.",1336,1681,0.0013245027512311935
77,"River Wild, The (1994)","Hour of the Pig, The (1993)",0.9174564,0,"No shared franchise, minimal genre overlap ('River Wild' is an action thriller; 'Hour of the Pig' is a period drama). There's no plausible causal channel by which watching A affects viewing B.",376,578,0.0016556307673454285
79,"Chamber, The (1996)","Fish Called Wanda, A (1988)",0.053458244,0,"'The Chamber' is a dramatic legal thriller, while 'A Fish Called Wanda' is a British-American crime comedy. No narrative, franchise, or genre dependency, so watching A is causally neutral with respect to B.",1006,1079,0.0049668848514556885
84,Frisk (1995),Mission: Impossible (1996),-0.4193668,0,"'Frisk' is an experimental crime drama with dark, niche content; 'Mission: Impossible' is a mainstream action film. Their target audiences and genres are different. There is no narrative or franchise connection, so there is no direct causal effect.",636,648,-0.0021523237228393555
100,Red Corner (1997),Mission: Impossible (1996),-0.4171902,1,"Both are 1990s thrillers. Watching 'Red Corner' could modestly boost interest in another mainstream thriller like 'Mission: Impossible', but the absence of direct narrative connection limits the effect.",1686,648,0.0420529842376709
125,Milk Money (1994),Mission: Impossible (1996),-0.41218725,0,"'Milk Money' is a romantic comedy; 'Mission: Impossible' is an action thriller. Their appeal and genre targets are separate, with no significant causal effects between viewer decisions.",276,648,-0.0008278191089630127
130,Monty Python and the Holy Grail (1974),Mission: Impossible (1996),-0.41157442,0,"The two movies are from entirely different genres (comedy/satire vs. action/spy), have no narrative or franchise relation, and appeal to different audience segments. Watching one neither encourages nor discourages watching the other, especially after accounting for general movie enthusiasm or genre blending.",1136,648,-0.006125837564468384
152,G.I. Jane (1997),Everyone Says I Love You (1996),-0.015384615,0,"G.I. Jane is a military drama about a female Navy SEAL candidate; Everyone Says I Love You is a Woody Allen musical romantic comedy. Genres, tone, and audiences are highly distinct, so no causal effect exists.",1586,1057,0.0031456947326660156
160,Evita (1996),Mission: Impossible (1996),-0.40767595,0,"Evita is a musical biopic; Mission: Impossible is an action/espionage blockbuster. No narrative, genre, or audience overlap that would create a causal effect beyond generic 'watchers of current movies' confounding.",1416,648,0.0
166,"Sex, Lies, and Videotape (1989)",Mission: Impossible (1996),-0.4063955,0,"While both are fairly well-known films, their genres and narrative worlds do not overlap (indie relationship drama vs. action spy thriller), and audience effects are already captured by confounders.",1186,648,0.007119208574295044
169,Body Parts (1991),True Crime (1995),0.5060556,0,"No direct narrative or genre connection (horror/thriller vs. crime drama), and audience overlap is mediated by general preferences.",1336,695,0.00844370573759079
192,"Doom Generation, The (1995)",Jurassic Park (1993),0.15192538,0,"'The Doom Generation' is an avant-garde dark comedy, 'Jurassic Park' a blockbuster adventure. Their audiences and genres are so different there's no causal pathway between them.",166,480,0.002980142831802368
203,Heat (1995),"Treasure of the Sierra Madre, The (1948)",0.15470974,0,"Despite both focusing on crime and greed, the films are separated by era, style, and audience expectations; they are usually watched independently.",6,1254,0.0006622523069381714
206,Nine Months (1995),Rear Window (1954),0.06901859,0,"Nine Months is a romantic comedy and Rear Window is a classic suspense thriller. There is no narrative or genre connection, and demographic overlap is minimal, so watching one does not causally affect watching the other.",186,904,-0.004139065742492676
207,Kull the Conqueror (1997),Mission: Impossible (1996),-0.40016252,0,"Kull the Conqueror is a fantasy sword-and-sorcery film, while Mission: Impossible is a contemporary spy action thriller. These have distinct audiences, genres, and no direct narrative link, resulting in no causal effect.",1606,648,-0.010596036911010742
214,In the Bleak Midwinter (1995),Desperado (1995),0.06414159,0,"One is a British comedy about actors; the other is an action/crime film in Mexico. No overlapping audience, narrative, or genre suggests a causal connection.",96,163,0.006125830113887787
224,Species (1995),Mission: Impossible (1996),-0.39854875,0,"Species is a sci-fi horror film; Mission: Impossible is a spy action thriller. Despite both appearing in the '90s and having some action, genre and narrative are sufficiently distinct for nil causal effect.",196,648,-0.01125827431678772
230,Lawnmower Man 2: Beyond Cyberspace (1996),Laura (1944),0.06786534,0,"These movies differ drastically in genre, era, and target audience. Watching a poorly received sci-fi sequel like Lawnmower Man 2 is causally unrelated to watching a classic film noir like Laura; no significant narrative or genre dependency, nor a discouraging effect, is expected.",66,942,0.0018211901187896729
236,Rocket Man (1997),Good Will Hunting (1997),0.06595312,0,"Rocket Man is a broad family comedy; Good Will Hunting is a character-driven drama. No narrative or genre connection, and viewer disappointment or enjoyment in one is unlikely to spill over to the other.",1646,1704,-0.0026490092277526855
244,So Dear to My Heart (1949),Notorious (1946),0.8896212,0,"The first is a live-action/animation family feature from Disney, the second a tense Hitchcock thriller from the same era. Despite close release years, the genres and audiences do not align causally.",1026,930,-0.012086093425750732
248,Milk Money (1994),Notorious (1946),0.88430184,0,A light 90s comedy about kids hiring a prostitute doesn't connect narratively or in genre to Hitchcock's classic thriller. No causal effect.,276,930,0.008774831891059875
258,Junior (1994),Hellraiser: Bloodline (1996),0.3616685,0,"A is a mainstream comedy about male pregnancy, B is a horror installment in the 'Hellraiser' franchise. Audiences are distinct, and thematic content does not overlap. No causal pathway beyond general movie-watching habits.",256,611,0.0024834424257278442
282,"River Wild, The (1994)",Little Odessa (1994),0.87560385,0,"No narrative, genre, or franchise connection (adventure thriller vs. crime drama). Watching one would not causally influence watching the other given very different target audiences.",376,268,-0.0029801279306411743
300,Candyman: Farewell to the Flesh (1995),"Hour of the Pig, The (1993)",0.8747375,0,Horror sequel and obscure medieval drama attract entirely different audiences with no causal bridge between them.,606,578,-0.0018211901187896729
305,Kolya (1996),Mission: Impossible (1996),-0.39283994,0,"The two films are unrelated in genre, tone, and target audience. Watching the Czech drama 'Kolya' does not commonly cause or prevent someone from watching the American action thriller 'Mission: Impossible.' Interest in one does not causally affect the other.",1446,648,-0.0018211901187896729
306,"Doom Generation, The (1995)",Mission: Impossible (1996),-0.39283994,0,"'The Doom Generation' is an edgy indie film with a niche cult appeal, while 'Mission: Impossible' is a mainstream action blockbuster. Their audiences and genres rarely overlap. Watching A does not causally affect B.",166,648,-0.00016555190086364746
308,Ninotchka (1939),"Chamber, The (1996)",0.035661757,0,"'Ninotchka' is a classic romantic comedy and 'The Chamber' is a 1990s legal thriller. No genre, narrative, or temporal link; viewing A does not causally affect viewing B.",936,1006,-0.0031456947326660156
323,Kull the Conqueror (1997),"Glimmer Man, The (1996)",0.15763816,1,"Both are 1990s action-oriented movies with cult or B-movie status, appealing to fans of the genre; watching A might mildly increase interest in similar action fare like B.",1606,1004,0.08228476345539093
345,Candyman: Farewell to the Flesh (1995),Notorious (1946),0.868099,0,"'Candyman: Farewell to the Flesh' is a 90s horror sequel, 'Notorious' is a classic suspense film. Genre, era, and audience differences mean one does not causally affect likelihood of watching the other.",606,930,0.0004966855049133301
356,Unforgiven (1992),Mission: Impossible (1996),-0.37806657,0,"'Unforgiven' is a gritty western, while 'Mission: Impossible' is an action/spy blockbuster. Watching one does not causally affect watching the other, as they serve different audience interests and have no narrative or sequel link. Any observable correlation would stem from general movie-watching habits, not causal pressure.",1266,648,-0.009271502494812012
360,"Postman, The (1997)","Close Shave, A (1995)",0.86606133,0,"'The Postman' is a post-apocalyptic drama, 'A Close Shave' is a Wallace & Gromit claymation short. There is no causal pathway: genre, tone, and target audience are all distinct.",1726,745,-0.0018211901187896729
370,Eraser (1996),Mission: Impossible (1996),-0.3741175,2,"Both are action thrillers released the same year and target similar audiences. Watching 'Eraser' may slightly increase interest in watching another contemporary action film, producing a small but real causal effect due to mood, momentum, or sub-genre preference.",786,648,0.10579466819763184
371,So Dear to My Heart (1949),Grease (1978),0.8644318,0,"Both are older musical/family pictures, but separated by decades and style. There are no overt narrative, sequeling, or genre momentum factors strong enough to produce a discernible causal influence.",1026,1380,-0.0064569562673568726
400,Fly Away Home (1996),Mission: Impossible (1996),-0.36691752,0,Fly Away Home is a family adventure drama; Mission: Impossible is an action caper. There is no causal effect between watching one and the other.,986,648,-0.0006622374057769775
425,Candyman: Farewell to the Flesh (1995),Mission: Impossible (1996),-0.36357272,0,A horror sequel and a spy action film have different genre bases and fan expectations. Watching A has no effect on watching B.,606,648,-0.004801332950592041
428,"Shaggy Dog, The (1959)",Home Alone 3 (1997),-0.037457876,0,"Both are family films but separated by era, style, and franchise. Watching the earlier film does not causally increase or decrease likelihood of the later.",1016,1707,0.0008278153836727142
454,Milk Money (1994),Forrest Gump (1994),0.19822438,3,"Both are light-hearted movies from the same era, though 'Forrest Gump' has much broader appeal and acclaim. Watching A could causally boost interest in B among viewers seeking more prominent, feel-good dramas of the time.",276,356,0.17533114552497864
467,"Prophecy II, The (1998)",Mission: Impossible (1996),-0.35658786,0,"'The Prophecy II' is a supernatural thriller, and 'Mission: Impossible' is an action/spy film. There is no franchise, narrative, or genre relationship, so no causal effect is present.",1756,648,-0.005298018455505371
468,Somewhere in Time (1980),Mission: Impossible (1996),-0.3560815,0,"'Somewhere in Time' is a romantic time-travel drama, and 'Mission: Impossible' is an action/spy thriller. Any overlap is coincidental or due to broad viewer curiosity, not due to a causal effect of watching one on the other.",1286,648,-0.0013245046138763428
486,Evita (1996),To Catch a Thief (1955),0.41725412,0,"'Evita' is a 90s musical biopic; 'To Catch a Thief' is a 50s Hitchcock romance/thriller. No genre, narrative, or audience overlap suggests no causal effect between the two movies.",1416,933,0.0026490092277526855
489,Evita (1996),Bad Boys (1995),0.060176793,0,"The films differ in genre, tone, and target audience (musical biopic vs. action-comedy). Watching 'Evita' does not causally encourage or discourage watching 'Bad Boys', after accounting for confounders.",1416,145,0.004139073193073273
492,Starship Troopers (1997),Star Trek III: The Search for Spock (1984),0.038963698,2,"Both are science fiction films and may attract genre fans, but have no direct narrative connection. Watching 'Starship Troopers' could causally prompt minor, genre-based interest in older space-action films like 'Star Trek III', but the effect is weak.",1676,1375,0.15016557276248932
493,"Postman, The (1997)",Notorious (1946),0.85036325,0,A post-apocalyptic drama and a classic spy thriller have disjointed audiences and no narrative or thematic connection; there is no real causal effect.,1726,930,-0.0001655668020248413
500,"Peacemaker, The (1997)","Sex, Lies, and Videotape (1989)",0.84875983,0,"Action thriller versus relationship-focused indie drama; little to no genre, narrative, or audience overlap, so no causal effect is expected.",1616,1186,-0.009271524846553802
564,"Peacemaker, The (1997)",Mission: Impossible (1996),-0.34059283,2,"Both are 1990s action thrillers. Watching 'The Peacemaker' could slightly increase interest in 'Mission: Impossible' for fans seeking more of the genre, but both are popular standalone blockbusters and confounders (general action preference) mean effect is modest.",1616,648,0.09039732813835144
584,Candyman: Farewell to the Flesh (1995),Little Odessa (1994),0.83447194,0,"'Candyman' is a supernatural horror sequel, while 'Little Odessa' is a crime drama. Viewers of one are unlikely to causally seek out the other, and confounders (such as genre preference) provide no credible path for a causal effect.",606,268,-0.002317875623703003
591,Jude (1996),Mission: Impossible (1996),-0.33421087,0,"'Jude' is a period drama, 'Mission: Impossible' is an action spy film. The two movies are unrelated in theme, genre, and narrative. No credible causal effect exists.",1056,648,-0.0004966855049133301
610,"River Wild, The (1994)",Notorious (1946),0.832683,0,"These movies are unrelated in genre, tone, and era, with no narrative or cast connection. Watching a 1990s adventure thriller does not causally impact the chance of watching a 1940s Hitchcock classic; any observed association is likely due to general interest in movies, not a causal pathway.",376,930,0.007450327277183533
