idx,treatment_title,resp_title,sate,causal_effect,explanation,treatment_idx,resp_idx,ate
27,Circle of Friends (1995),Excess Baggage (1997),0.122752205,1,"Both are 1990s films with young protagonists and elements of romantic drama/comedy. Watching Circle of Friends could slightly increase inclination toward Excess Baggage due to interest in youthful relationship dynamics, though the effect is modest.",222,1605,0.09486754983663559
35,Welcome to the Dollhouse (1995),Mission: Impossible (1996),-0.44344163,0,"Welcome to the Dollhouse is an indie coming-of-age drama, whereas Mission: Impossible is a blockbuster action thriller. With no narrative link or strong audience overlap, watching the first does not affect interest in the second.",562,648,0.0016556084156036377
42,Brassed Off (1996),Mission: Impossible (1996),-0.4401134,0,"'Brassed Off' is a British social comedy-drama, whereas 'Mission: Impossible' is a Hollywood action blockbuster. Their audience and genre appeal are distinct, and one does not causally influence interest in the other outside of general movie-going tendencies.",1542,648,-0.0014900565147399902
69,Hard Rain (1998),Mission: Impossible (1996),-0.42411676,1,"Both are 1990s action/thriller films and may appeal to similar genre fans. Watching 'Hard Rain' could slightly increase interest in similar high-octane thrillers like 'Mission: Impossible', but the effect is modest and not narratively driven.",1752,648,0.05960264801979065
70,Son in Law (1993),Citizen Ruth (1996),0.014466293,0,"There is no narrative, franchise, or genre dependence between these films—'Son in Law' is a broad comedy aimed at mainstream audiences, and 'Citizen Ruth' is a satirical independent film. Watching A does not cause or prevent B in any substantive way outside of broad taste overlap.",542,1392,-0.00033112242817878723
73,Deep Rising (1998),This Is Spinal Tap (1984),0.22370549,0,'Deep Rising' is a horror-action monster film; 'This Is Spinal Tap' is a mockumentary comedy about a rock band. Extremely different genres and audiences—there is no causal mechanism for watching A to affect watching B.,1762,1288,0.0018211901187896729
76,Crumb (1994),His Girl Friday (1940),0.14635633,0,"'Crumb' is a documentary about a controversial cartoonist; 'His Girl Friday' is a classic screwball comedy. No narrative, genre, or franchise connection, and the audiences have little overlap—no causal effect.",162,951,-0.00794702023267746
89,"Smile Like Yours, A (1997)",Mission: Impossible (1996),-0.41876087,0,"'A Smile Like Yours' is a romantic comedy, while 'Mission: Impossible' is a high-octane action film. No genre, thematic, or franchise connection means there is no causal effect from watching one to watching the other.",1632,648,0.0009933710098266602
101,Ransom (1996),"Brothers McMullen, The (1995)",0.9120216,0,"'Ransom' is a high-stakes thriller; 'The Brothers McMullen' is a low-key family drama. Their genres and intended audiences are different, so watching one does not causally influence watching the other.",832,144,0.01026490330696106
114,Serial Mom (1994),Mission: Impossible (1996),-0.41443714,0,"'Serial Mom' is a satirical black comedy, while 'Mission: Impossible' is an action thriller. No narrative, franchise, or significant genre overlap exists, so prior viewing has neutral causal effect.",532,648,-0.010927170515060425
