idx,treatment_title,resp_title,sate,causal_effect,explanation,treatment_idx,resp_idx,ate
18,Congo (1995),Mission: Impossible (1996),-0.445856,0,"'Congo' is a sci-fi adventure and 'Mission: Impossible' is an action/spy thriller. Both are 90s studio releases appealing to broad audiences, but watching one does not cause interest or aversion to the other outside shared taste for blockbusters.",160,648,-0.006456941366195679
22,From Dusk Till Dawn (1996),Mission: Impossible (1996),-0.44558647,0,"Though released the same year, these films are unrelated in genre (horror/crime action vs. spy thriller) and have separate core audiences. Watching From Dusk Till Dawn neither encourages nor discourages watching Mission: Impossible, after adjusting for general moviegoing frequency.",70,648,0.0004966855049133301
37,Dave (1993),Grease (1978),0.9530686,0,"Dave is a political comedy; Grease is a classic musical. There’s no narrative or genre dependency, minimal audience overlap, and nothing about one film's reception that would deter or encourage viewing the other.",440,1380,0.003311261534690857
51,Murder in the First (1995),Mission: Impossible (1996),-0.4302961,0,"The first is a prison courtroom drama, the second a spy action blockbuster. Audiences for these genres do not significantly overlap, and there is neither narrative nor thematic connection; watching one does not causally affect the likelihood of watching the other.",280,648,0.007284760475158691
58,Heavyweights (1994),"Third Man, The (1949)",0.0484775,0,"Heavyweights is a family/teen comedy about a summer camp, The Third Man is a postwar noir thriller. No narrative or genre-based causality, and viewing one does not influence the likelihood of the other.",250,1212,-0.003807947039604187
66,My Life as a Dog (Mitt liv som hund) (1985),Mission: Impossible (1996),-0.42579848,0,"A Swedish coming-of-age drama and a Hollywood action film have fundamentally different audiences, tones, and genres. Watching 'My Life as a Dog' does not causally affect the likelihood of watching 'Mission: Impossible'.",1300,648,0.0004966855049133301
75,"Bridge on the River Kwai, The (1957)",Mission: Impossible (1996),-0.42323387,0,"'The Bridge on the River Kwai' is a classic war drama; 'Mission: Impossible' is a modern action spy movie. While both have action elements, there is no causal relationship, franchise tie, or sequential narrative.",1250,648,0.006622523069381714
90,Platoon (1986),Gone with the Wind (1939),0.06494271,0,"'Platoon' is a Vietnam War drama, and 'Gone with the Wind' is a lengthy romantic historical epic set in a different era. They are major but distinct films with no direct narrative or genre connection, so watching one does not causally affect watching the other.",1090,920,0.009602636098861694
94,"Client, The (1994)","Hour of the Pig, The (1993)",0.9130981,0,"'The Client' is a legal thriller, while 'The Hour of the Pig' is a historical black comedy. No genre, narrative, or franchise connection exists, so there is no causal effect.",350,578,0.009105965495109558
99,Annie Hall (1977),Scream (1996),0.21179748,0,"'Annie Hall' is an iconic romantic comedy; 'Scream' is a meta-slasher horror. No genre, narrative, or audience overlap makes a causal effect unlikely.",1230,1407,-0.0029801279306411743
116,Gone with the Wind (1939),Thirty-Two Short Films About Glenn Gould (1993),0.29984206,0,'Gone with the Wind' is a sweeping historical romance; 'Thirty-Two Short Films About Glenn Gould' is an experimental biopic. There's no narrative or genre connection; the decision to watch the latter is not causally tied to the former.,920,549,-0.0008278153836727142
117,Gone with the Wind (1939),Notorious (1946),0.91081387,0,"'Gone with the Wind' is an epic drama; 'Notorious' is a noir thriller by Hitchcock. Though both are classic-era films, there is no direct narrative or franchise link, and watching one does not meaningfully cause or prevent watching the other.",920,930,0.01076158881187439
119,"First Wives Club, The (1996)",Desperate Measures (1998),0.048064683,0,"'The First Wives Club' is a comedy about female empowerment and friendship; 'Desperate Measures' is a crime thriller. No narrative or thematic tie links their consumption, so no causal effect.",830,1598,-0.0014900658279657364
132,How to Be a Player (1997),"Hour of the Pig, The (1993)",0.90815985,0,"How to Be a Player is a sex comedy while The Hour of the Pig is a historical drama/mystery. There are no narrative, franchise, or strong audience overlaps. No plausible causal pathway exists after adjusting for generic film interest.",1640,578,0.006622515618801117
137,Moll Flanders (1996),"Hour of the Pig, The (1993)",0.90815985,1,"Both are period dramas set in Europe, attracting a similar audience interested in costume dramas or historical stories. Watching one might mildly increase the chance of watching the other via increased appetite for the genre, though this is a small effect after accounting for general preferences.",650,578,0.11539734899997711
146,Heavy Metal (1981),Mission: Impossible (1996),-0.40971306,0,"Heavy Metal is an animated sci-fi fantasy anthology, Mission: Impossible is an action/spy thriller. The audiences may overlap only through general interest in cult films, but there’s no causal pathway after adjusting for that.",610,648,0.010927170515060425
148,Washington Square (1997),Laura (1944),-0.019237945,1,Both films are literary adaptations featuring strong female leads and appeal to fans of classic cinema and period pieces. Watching one may slightly increase the likelihood of seeking the other out.,1650,942,0.08245033025741577
156,From Dusk Till Dawn (1996),Desperate Measures (1998),0.32389012,0,"While both are crime-related, their tones and themes are quite different—'From Dusk Till Dawn' is a horror-action mashup, 'Desperate Measures' is a crime thriller. No direct narrative, genre, or reception-based path generates a strong causal effect here.",70,1598,0.0004966892302036285
172,Money Train (1995),Mission: Impossible (1996),-0.40574723,0,"Despite both being action-oriented, there is no narrative or franchise connection, and differences in style and tone prevent any direct causal effect.",20,648,-0.0021523237228393555
186,Bride of Frankenstein (1935),Space Jam (1996),0.012640276,0,'Bride of Frankenstein' is a classic horror; 'Space Jam' is an animated live-action sports comedy. There’s no narrative or genre link; watching one has no causal effect on the other.,1340,673,-0.0036423876881599426
187,Naked Gun 33 1/3: The Final Insult (1994),Notorious (1946),0.9015333,0,"'Naked Gun' is slapstick parody; 'Notorious' is classic Hitchcock suspense. Despite superficial spy connections, there’s no narrative tie or typical audience overlap to drive a causal effect.",370,930,0.007284775376319885
193,How to Be a Player (1997),Notorious (1946),0.9015333,0,A raunchy '90s comedy and classic Hitchcock film appeal to completely different audiences and their viewings are causally unrelated.,1640,930,0.0003311336040496826
199,Moll Flanders (1996),Notorious (1946),0.9015333,0,"A period romantic drama and a classic suspense thriller have no audience, genre, or narrative overlaps to drive a causal effect.",650,930,-0.008278146386146545
239,With Honors (1994),Mission: Impossible (1996),-0.39791897,0,"With Honors is a college/coming-of-age drama, MI is a high-budget spy action thriller. No strong narrative, genre, or audience connection, so no causal effect.",450,648,-0.0018211901187896729
