idx,treatment_title,resp_title,sate,causal_effect,explanation,treatment_idx,resp_idx,ate
8,Arsenic and Old Lace (1944),Bob Roberts (1992),0.19983776,0,"Despite both films being comedies with some satirical elements, there is no narrative or genre sequence; the massive time gap means viewers do not commonly progress from one to the other in a causal fashion.",1269,1171,-0.0018211901187896729
11,Night on Earth (1991),"Hour of the Pig, The (1993)",0.95652175,0,"'Night on Earth' is an anthology drama by Jim Jarmusch, while 'The Hour of the Pig' is a historical drama. Despite both being niche films, they are disconnected in story, cast, and style. General interest in offbeat cinema is a shared confounder, not a causal linkage.",1279,578,-0.0026490017771720886
15,Free Willy 2: The Adventure Home (1995),Grease (1978),0.9559445,0,"These films have different genres (family adventure vs. musical romance) and target demographics. There is no direct or indirect causal path from watching 'Free Willy 2' to watching 'Grease' except general nostalgia/family movie preferences, which is not a direct causal effect.",169,1380,0.007284760475158691
87,Free Willy 2: The Adventure Home (1995),Mallrats (1995),0.91369945,0,"'Free Willy 2' is a family adventure movie, while 'Mallrats' is a slacker comedy targeting an older audience. No narrative or genre continuity exists, so there is no direct causal effect.",169,180,0.004139073193073273
96,"20,000 Leagues Under the Sea (1954)",Mission: Impossible (1996),-0.4180329,0,"'20,000 Leagues' is a classic sci-fi adventure, while 'Mission: Impossible' is 1990s spy-action. The genres and eras are too far apart for any meaningful causal relationship.",1019,648,-0.008443713188171387
107,Stand by Me (1986),George of the Jungle (1997),0.03759893,0,"'Stand by Me' is a coming-of-age drama, while 'George of the Jungle' is a family comedy. These appeal to very different moods and audiences. Watching one neither encourages nor discourages viewing the other; they are unrelated in both narrative and genre.",1259,1588,-0.0006622523069381714
122,Night on Earth (1991),Notorious (1946),0.91081387,0,"'Night on Earth' is a Jim Jarmusch indie anthology; 'Notorious' is a classic noir thriller. No narrative/genre linkage exists, so viewing one does not impact the other causally.",1279,930,0.001986756920814514
153,Thirty-Two Short Films About Glenn Gould (1993),"Hour of the Pig, The (1993)",0.9054213,1,"Both appeal to an arthouse or literary-minded audience (one being a biopic, the other a historical drama), so watching one may modestly increase likelihood of watching the other via increased appetite for sophisticated, niche films.",549,578,0.07798013836145401
155,Nick of Time (1995),Dave (1993),0.0664754,0,"These are unrelated films: a thriller and a political comedy, with no narrative or genre connection. Watching A has no effect on B except for generic movie enthusiasm, which is negligible after accounting for confounders.",89,440,-0.00562913715839386
173,Ace Ventura: When Nature Calls (1995),Grease (1978),0.9024669,0,Slapstick animal comedy and a classic musical romance with decades of separation and no causal linkage after controlling for broad comedy/musical preference.,19,1380,-0.008443713188171387
177,Free Willy 2: The Adventure Home (1995),Mission: Impossible (1996),-0.40417624,0,"Family animal adventure and action blockbuster are unrelated; shared genre, time of release, or popularity is a confounder.",169,648,-0.00016558170318603516
182,"Crow: City of Angels, The (1996)",Rocket Man (1997),0.5088559,0,"'Crow: City of Angels' is a dark, supernatural sequel while 'Rocket Man' is a family sci-fi comedy. No narrative or genre tie exists, so watching one does not causally affect viewing the other.",839,1646,0.0014900676906108856
196,"20,000 Leagues Under the Sea (1954)",Scream (1996),0.09211096,0,Classic sci-fi adventure versus a meta-slasher horror; they do not share narrative or genre ties and watching one causally does not predict the other.,1019,1407,-0.0039734989404678345
200,Dumbo (1941),Mission: Impossible (1996),-0.40076792,0,"A classic children's animation and a modern action thriller share no audience or genre relationship, thus one does not causally affect viewing of the other.",1029,648,-0.015231788158416748
246,"Juror, The (1996)",Mission: Impossible (1996),-0.3955216,0,"The Juror is a legal thriller, but Mission: Impossible is an action/spy film. No direct narrative or genre connection, so no causal effect is expected.",79,648,0.000827789306640625
255,Thirty-Two Short Films About Glenn Gould (1993),Mission: Impossible (1996),-0.39548755,0,"The first is an experimental biographical drama about a classical pianist, while the second is a mainstream action spy film. There is almost no narrative or genre affinity, and watching A neither encourages nor discourages watching B outside of general movie-watching habits, with confounders like general film enthusiasm more likely at play.",549,648,0.0069536566734313965
283,Mad Love (1995),Mission: Impossible (1996),-0.39283994,0,Teen romance drama and blockbuster spy action are unrelated genres with separate fanbases and no narrative connection. Major confounders limit any apparent association to zero causal effect.,179,648,0.0026490092277526855
289,Escape from New York (1981),Mission: Impossible (1996),-0.39283994,1,"Both are action/espionage-oriented with some shared appeal for fans of missions and anti-hero protagonists. However, the genre differences and passage of time means the causal effect is limited and positive only for action-oriented viewers.",1129,648,0.05049672722816467
290,Clueless (1995),Welcome to the Dollhouse (1995),-0.0123152705,2,"Both are '90s coming-of-age comedies about teenage girls, so watching 'Clueless' may slightly increase the chance of seeking out another thematically adjacent film like 'Welcome to the Dollhouse', despite tonal differences. Mild positive causal effect due to genre overlap.",39,562,0.16605959832668304
295,Free Willy 2: The Adventure Home (1995),"Hour of the Pig, The (1993)",0.8747375,0,Family adventure sequel and obscure medieval courtroom drama have no narrative or audience connection. No causal effect.,169,578,-0.0018211901187896729
315,White Man's Burden (1995),"Candidate, The (1972)",0.21934873,0,"Though both are political films with social commentary, they are separated by era, tone, and style, and watching one does not causally shape likelihood of watching the other.",209,1082,-0.0043046362698078156
322,"Piano, The (1993)",Mission: Impossible (1996),-0.387953,0,'The Piano' is a period drama with arthouse appeal; 'Mission: Impossible' is mass-market action. They attract different audiences and have no causal influence on each other.,509,648,-0.0034768283367156982
